,Region Code,Region,Year,Series,Percentage,Footnotes,Source,ISO,ISO_num
176,70,Bosnia and Herzegovina,2021,Percentage of individuals using the internet,75.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BIH,070
177,72,Botswana,2000,Percentage of individuals using the internet,2.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
178,72,Botswana,2005,Percentage of individuals using the internet,3.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
179,72,Botswana,2010,Percentage of individuals using the internet,6.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
180,72,Botswana,2015,Percentage of individuals using the internet,37.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
181,72,Botswana,2019,Percentage of individuals using the internet,64.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
182,72,Botswana,2020,Percentage of individuals using the internet,72.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
183,72,Botswana,2021,Percentage of individuals using the internet,73.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BWA,072
184,76,Brazil,2000,Percentage of individuals using the internet,2.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
185,76,Brazil,2005,Percentage of individuals using the internet,21.0,Users in the last 3 months.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
186,76,Brazil,2010,Percentage of individuals using the internet,40.7,Users in the last 3 months.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
187,76,Brazil,2015,Percentage of individuals using the internet,58.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
188,76,Brazil,2019,Percentage of individuals using the internet,73.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
189,76,Brazil,2020,Percentage of individuals using the internet,81.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
190,76,Brazil,2021,Percentage of individuals using the internet,80.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRA,076
191,92,British Virgin Islands,2010,Percentage of individuals using the internet,37.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VGB,092
192,96,Brunei Darussalam,2000,Percentage of individuals using the internet,9.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
193,96,Brunei Darussalam,2005,Percentage of individuals using the internet,36.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
194,96,Brunei Darussalam,2010,Percentage of individuals using the internet,53.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
195,96,Brunei Darussalam,2015,Percentage of individuals using the internet,71.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
196,96,Brunei Darussalam,2019,Percentage of individuals using the internet,95.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
197,96,Brunei Darussalam,2020,Percentage of individuals using the internet,96.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
198,96,Brunei Darussalam,2021,Percentage of individuals using the internet,98.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BRN,096
199,100,Bulgaria,2000,Percentage of individuals using the internet,5.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
200,100,Bulgaria,2005,Percentage of individuals using the internet,20.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
201,100,Bulgaria,2010,Percentage of individuals using the internet,46.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
202,100,Bulgaria,2015,Percentage of individuals using the internet,56.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
203,100,Bulgaria,2019,Percentage of individuals using the internet,67.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
204,100,Bulgaria,2020,Percentage of individuals using the internet,70.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
205,100,Bulgaria,2021,Percentage of individuals using the internet,75.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGR,100
206,854,Burkina Faso,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
207,854,Burkina Faso,2005,Percentage of individuals using the internet,0.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
208,854,Burkina Faso,2010,Percentage of individuals using the internet,2.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
209,854,Burkina Faso,2015,Percentage of individuals using the internet,6.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
210,854,Burkina Faso,2019,Percentage of individuals using the internet,9.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
211,854,Burkina Faso,2020,Percentage of individuals using the internet,13.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
212,854,Burkina Faso,2021,Percentage of individuals using the internet,21.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BFA,854
213,108,Burundi,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
214,108,Burundi,2005,Percentage of individuals using the internet,0.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
215,108,Burundi,2010,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
216,108,Burundi,2015,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
217,108,Burundi,2019,Percentage of individuals using the internet,2.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
218,108,Burundi,2020,Percentage of individuals using the internet,3.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
219,108,Burundi,2021,Percentage of individuals using the internet,5.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BDI,108
220,132,Cabo Verde,2000,Percentage of individuals using the internet,1.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
221,132,Cabo Verde,2005,Percentage of individuals using the internet,6.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
222,132,Cabo Verde,2010,Percentage of individuals using the internet,30.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
223,132,Cabo Verde,2015,Percentage of individuals using the internet,42.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
224,132,Cabo Verde,2019,Percentage of individuals using the internet,61.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
225,132,Cabo Verde,2020,Percentage of individuals using the internet,63.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
226,132,Cabo Verde,2021,Percentage of individuals using the internet,69.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CPV,132
227,116,Cambodia,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
228,116,Cambodia,2005,Percentage of individuals using the internet,0.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
229,116,Cambodia,2010,Percentage of individuals using the internet,1.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
230,116,Cambodia,2015,Percentage of individuals using the internet,18.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
231,116,Cambodia,2019,Percentage of individuals using the internet,52.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
232,116,Cambodia,2020,Percentage of individuals using the internet,53.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
233,116,Cambodia,2021,Percentage of individuals using the internet,60.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KHM,116
234,120,Cameroon,2000,Percentage of individuals using the internet,0.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CMR,120
235,120,Cameroon,2005,Percentage of individuals using the internet,1.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CMR,120
236,120,Cameroon,2010,Percentage of individuals using the internet,4.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CMR,120
